"id","question","sparql","answer"
"74","When was the Lyndon Baines Johnson Department of Education Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lyndon_Baines_Johnson_Department_of_Education_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1961"
"75","When was the Lyne Viaduct completed?","select  ?o    {    <http://dbpedia.org/resource/Lyne_Viaduct> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1863"
"76","When was the Lyngør Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lyngør_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1879"
"77","When was the Lynmouth Foreland Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lynmouth_Foreland_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1900"
"78","When was the Lynn Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lynn_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1868"
"79","When was the Lynn Shore Drive completed?","select  ?o    {    <http://dbpedia.org/resource/Lynn_Shore_Drive> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1907"
"80","When was the Lynnewood Hall completed?","select  ?o    {    <http://dbpedia.org/resource/Lynnewood_Hall> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1900"
"81","When was the Lyons Demesne completed?","select  ?o    {    <http://dbpedia.org/resource/Lyons_Demesne> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1797"
"82","When was the Lysefjord Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lysefjord_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1997"
"83","When was the Lystrup, Faxe Municipality completed?","select  ?o    {    <http://dbpedia.org/resource/Lystrup,_Faxe_Municipality> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1579"
"84","When was the Lytes Cary completed?","select  ?o    {    <http://dbpedia.org/resource/Lytes_Cary> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","19th century"
"85","When was the Lyttelton Road Tunnel Administration Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lyttelton_Road_Tunnel_Administration_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1963-64"
"86","When was the Lyttelton Times Building completed?","select  ?o    {    <http://dbpedia.org/resource/Lyttelton_Times_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1904"
"87","When was the Lågskär Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lågskär_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1840 (first)"
"88","When was the Långe Erik completed?","select  ?o    {    <http://dbpedia.org/resource/Långe_Erik> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1845"
"89","When was the Långe Jan completed?","select  ?o    {    <http://dbpedia.org/resource/Långe_Jan> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1785"
"90","When was the Lépine Towers completed?","select  ?o    {    <http://dbpedia.org/resource/Lépine_Towers> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","2005"
"91","When was the Línea P completed?","select  ?o    {    <http://dbpedia.org/resource/Línea_P> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1944-1948"
"92","When was the López Serrano Building completed?","select  ?o    {    <http://dbpedia.org/resource/López_Serrano_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1932"
"93","When was the Löberöd Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Löberöd_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","17th century"
"94","When was the Löwenberg Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Löwenberg_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","15th century"
"95","When was the Löwenburg and Philippsburg completed?","select  ?o    {    <http://dbpedia.org/resource/Löwenburg_and_Philippsburg> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","13th century"
"96","When was the Løve House completed?","select  ?o    {    <http://dbpedia.org/resource/Løve_House> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1757"
"97","When was the Løvenborg, Holbæk Municipality completed?","select  ?o    {    <http://dbpedia.org/resource/Løvenborg,_Holbæk_Municipality> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1630s"
"98","When was the Løvenholm completed?","select  ?o    {    <http://dbpedia.org/resource/Løvenholm> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1633"
"99","When was the Lüdao Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lüdao_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1939 (first)"
"100","When was the M&T Bank Building completed?","select  ?o    {    <http://dbpedia.org/resource/M&T_Bank_Building> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1972"
"101","When was the M-Palace completed?","select  ?o    {    <http://dbpedia.org/resource/M-Palace> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1997"
"102","When were the 620 Park Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/620_Park_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1924"
"103","When were the 655 Park Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/655_Park_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1924"
"104","When were the 66 Portland Place completed?","select  ?o    {    <http://dbpedia.org/resource/66_Portland_Place> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1934"
"105","When were the 680 N Lake Shore Drive completed?","select  ?o    {    <http://dbpedia.org/resource/680_N_Lake_Shore_Drive> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1926"
"106","When were the 69-71 Bondway completed?","select  ?o    {    <http://dbpedia.org/resource/69-71_Bondway> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","2020 (estimate)"
"107","When were the 7 Rideau Gate completed?","select  ?o    {    <http://dbpedia.org/resource/7_Rideau_Gate> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1862"
"108","When were the 720 Park Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/720_Park_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1928"
"109","When were the 810 Fifth Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/810_Fifth_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1926"
"110","When were the 91-93 Fifth Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/91-93_Fifth_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1896"
"111","When were the 980 Madison Avenue completed?","select  ?o    {    <http://dbpedia.org/resource/980_Madison_Avenue> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1950"
"112","When were the 9–11 East 16th Street completed?","select  ?o    {    <http://dbpedia.org/resource/9–11_East_16th_Street> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1896"
"113","When were the APA Building, Melbourne completed?","select  ?o    {    <http://dbpedia.org/resource/APA_Building,_Melbourne> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1889"
"114","When were the Lovells Island Range Lights completed?","select  ?o    {    <http://dbpedia.org/resource/Lovells_Island_Range_Lights> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1903"
"115","When were the Lovett Tower completed?","select  ?o    {    <http://dbpedia.org/resource/Lovett_Tower> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1973"
"116","When were the Low Flight Strip completed?","select  ?o    {    <http://dbpedia.org/resource/Low_Flight_Strip> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1942"
"117","When were the Low Head Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Low_Head_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1833"
"118","When were the Low Isles Light completed?","select  ?o    {    <http://dbpedia.org/resource/Low_Isles_Light> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1874"
"119","When were the Low Light of the Hook of Holland completed?","select  ?o    {    <http://dbpedia.org/resource/Low_Light_of_the_Hook_of_Holland> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1899"
"120","When were the Low Point Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Low_Point_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1832 (first)"
"121","When were the Lower Barracks completed?","select  ?o    {    <http://dbpedia.org/resource/Lower_Barracks> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1796"
"122","When were the Lower Dock Street drill hall, Newport completed?","select  ?o    {    <http://dbpedia.org/resource/Lower_Dock_Street_drill_hall,_Newport> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1867"
"123","When were the Lower Hutt Central Fire Station completed?","select  ?o    {    <http://dbpedia.org/resource/Lower_Hutt_Central_Fire_Station> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1955"
"124","When were the Lower Huxley Hall completed?","select  ?o    {    <http://dbpedia.org/resource/Lower_Huxley_Hall> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","15th century"
"125","When were the Lower Tüchersfeld Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Lower_Tüchersfeld_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","13th century"
"126","When were the Lowestoft Lighthouse completed?","select  ?o    {    <http://dbpedia.org/resource/Lowestoft_Lighthouse> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1676 (third)"
"127","When were the Lowry Air Force Base completed?","select  ?o    {    <http://dbpedia.org/resource/Lowry_Air_Force_Base> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1937-1941"
"128","When were the Lowville Masonic Temple completed?","select  ?o    {    <http://dbpedia.org/resource/Lowville_Masonic_Temple> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1928"
"129","When were the Loyettes Airfield completed?","select  ?o    {    <http://dbpedia.org/resource/Loyettes_Airfield> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1944"
"130","When were the Lualualei VLF transmitter completed?","select  ?o    {    <http://dbpedia.org/resource/Lualualei_VLF_transmitter> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1972"
"131","When were the Lubec Channel Light completed?","select  ?o    {    <http://dbpedia.org/resource/Lubec_Channel_Light> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1890"
"132","When were the Lubomirski Palace Opole Lubelskie completed?","select  ?o    {    <http://dbpedia.org/resource/Lubomirski_Palace_(Opole_Lubelskie)> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1773"
"133","When were the Lubomirski Palace, Warsaw completed?","select  ?o    {    <http://dbpedia.org/resource/Lubomirski_Palace,_Warsaw> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","Before 1712"
"134","When were the Lucan Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lucan_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1814"
"135","When were the Lucens Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Lucens_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","13th century"
"136","When were the Lucera Airfield completed?","select  ?o    {    <http://dbpedia.org/resource/Lucera_Airfield> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1943"
"137","When were the Lucky Knot Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Lucky_Knot_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","October 2016"
"138","When were the Lucky One Mall completed?","select  ?o    {    <http://dbpedia.org/resource/Lucky_One_Mall> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","2017"
"139","When were the Ludendorff Bridge completed?","select  ?o    {    <http://dbpedia.org/resource/Ludendorff_Bridge> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1919"
"140","When were the Ludington Light completed?","select  ?o    {    <http://dbpedia.org/resource/Ludington_Light> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1871"
"141","When were the Ludlam's Beach Light completed?","select  ?o    {    <http://dbpedia.org/resource/Ludlam's_Beach_Light> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1885"
"142","When were the Ludlow Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Ludlow_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1066–85"
"143","When were the Ludwigsburg Palace completed?","select  ?o    {    <http://dbpedia.org/resource/Ludwigsburg_Palace> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1733"
"144","When were the Ludza Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Ludza_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1433"
"145","When were the Lufkin Air Force Station completed?","select  ?o    {    <http://dbpedia.org/resource/Lufkin_Air_Force_Station> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1957"
"146","When were the Luganville Airfield completed?","select  ?o    {    <http://dbpedia.org/resource/Luganville_Airfield> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1943"
"147","When were the Luganville Seaplane Base completed?","select  ?o    {    <http://dbpedia.org/resource/Luganville_Seaplane_Base> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1942"
"148","When were the Lugard Road completed?","select  ?o    {    <http://dbpedia.org/resource/Lugard_Road> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","March 1921"
"149","When were the Luins Castle completed?","select  ?o    {    <http://dbpedia.org/resource/Luins_Castle> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","14th century"
"150","When were the Lukang Ai Gate completed?","select  ?o    {    <http://dbpedia.org/resource/Lukang_Ai_Gate> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1839"
"151","When were the Lukang Kinmen Hall completed?","select  ?o    {    <http://dbpedia.org/resource/Lukang_Kinmen_Hall> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1805"
"152","When were the Lukang Rimao Hang completed?","select  ?o    {    <http://dbpedia.org/resource/Lukang_Rimao_Hang> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1784"
"153","When were the Luke Air Force Base completed?","select  ?o    {    <http://dbpedia.org/resource/Luke_Air_Force_Base> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","(as Luke Field)"
"154","When were the Lululaund completed?","select  ?o    {    <http://dbpedia.org/resource/Lululaund> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1894"
"155","When were the Lulworth Camp completed?","select  ?o    {    <http://dbpedia.org/resource/Lulworth_Camp> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1918"
"156","When were the Lulworth Ranges completed?","select  ?o    {    <http://dbpedia.org/resource/Lulworth_Ranges> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1917"
"157","When were the Luma Tower completed?","select  ?o    {    <http://dbpedia.org/resource/Luma_Tower> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1938"
"158","When were the Lumbia Airfield completed?","select  ?o    {    <http://dbpedia.org/resource/Lumbia_Airfield> <http://dbpedia.org/ontology/buildingEndDate>  ?o    }","1930s"
