"61","What were completed in 1927?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1927""    }","Prombank Dormitory"
"62","What was completed in 1928?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1928""    }","The Ojai Apartments"
"63","What were completed in 1928?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1928""    }","The Ojai Apartments"
"64","What was completed in 1929?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1929""    }","Grant Building"
"65","What were completed in 1929?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1929""    }","Grant Building"
"66","What was completed in 1932?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1932""    }","Sporting d'Hiver"
"67","What were completed in 1932?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1932""    }","Sporting d'Hiver"
"68","What was completed in 1933?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1933""    }","Tomas Bata Memorial"
"69","What were completed in 1933?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1933""    }","Tomas Bata Memorial"
"70","What was completed in 1934?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1934""    }","Yoxter"
"71","What were completed in 1934?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1934""    }","Yoxter"
"72","What was completed in 1935?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1935""    }","Tomsk Railway Residential Building"
"73","What were completed in 1935?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1935""    }","Tomsk Railway Residential Building"
"74","What was completed in 1937?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1937""    }","Wembley ice-cream factory"
"75","What were completed in 1937?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1937""    }","Wembley ice-cream factory"
"76","What was completed in 1938?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1938""    }","Wyborn Reef Light"
"77","What were completed in 1938?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1938""    }","Wyborn Reef Light"
"78","What was completed in 1950?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1950""    }","National Assembly Building of Armenia"
"79","What were completed in 1950?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1950""    }","National Assembly Building of Armenia"
"80","What was completed in 1955?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1955""    }","Winslow Air Force Station"
"81","What were completed in 1955?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1955""    }","Winslow Air Force Station"
"82","What was completed in 1958?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1958""    }","Tokyo Tower"
"83","What were completed in 1958?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1958""    }","Tokyo Tower"
"84","What was completed in 1961?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1961""    }","Usha Kiran Building"
"85","What were completed in 1961?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1961""    }","Usha Kiran Building"
"86","What was completed in 1962?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1962""    }","RTÉ Television Centre"
"87","What were completed in 1962?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1962""    }","RTÉ Television Centre"
"88","What was completed in 1963?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1963""    }","Talawana Track"
"89","What were completed in 1963?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1963""    }","Talawana Track"
"90","What was completed in 1965?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1965""    }","Yugoslav Ministry of Defence building"
"91","What were completed in 1965?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1965""    }","Yugoslav Ministry of Defence building"
"92","What was completed in 1967?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1967""    }","Wing On House"
"93","What were completed in 1967?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1967""    }","Wing On House"
"94","What was completed in 1968?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1968""    }","Ympyrätalo"
"95","What were completed in 1968?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1968""    }","Ympyrätalo"
"96","What was completed in 1969?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1969""    }","McKesson Plaza"
"97","What were completed in 1969?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1969""    }","McKesson Plaza"
"98","What was completed in 1969 – 1974?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1969 – 1974""    }","1000 Sherbrooke West"
"99","What were completed in 1969 – 1974?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1969 – 1974""    }","1000 Sherbrooke West"
"100","What was completed in 1971?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1971""    }","WoodmenLife Tower"
"101","What were completed in 1971?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1971""    }","WoodmenLife Tower"
"102","What was completed in 1972?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1972""    }","Tiffany Building (San Francisco)"
"103","What were completed in 1972?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1972""    }","Tiffany Building (San Francisco)"
"104","What was completed in 1973?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1973""    }","Wyndham Springfield City Centre"
"105","What were completed in 1973?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1973""    }","Wyndham Springfield City Centre"
"106","What was completed in 1975?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1975""    }","Tees Viaduct"
"107","What were completed in 1975?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1975""    }","Tees Viaduct"
"108","What was completed in 1979?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1979""    }","Windsor Tower (Madrid)"
"109","What were completed in 1979?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1979""    }","Windsor Tower (Madrid)"
"110","What was completed in 1980?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1980""    }","Trade Unions Building (Kyiv)"
"111","What were completed in 1980?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1980""    }","Trade Unions Building (Kyiv)"
"112","What was completed in 1981?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1981""    }","Three First National Plaza"
"113","What were completed in 1981?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1981""    }","Three First National Plaza"
"114","What was completed in 1982?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1982""    }","Yakutsk TV Tower"
"115","What were completed in 1982?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1982""    }","Yakutsk TV Tower"
"116","What was completed in 1982 (east tower)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1982 (east tower)""    }","1333 H Street"
"117","What were completed in 1982 (east tower)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1982 (east tower)""    }","1333 H Street"
"118","What was completed in 1983?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1983""    }","Marriott Hotel City Center"
"119","What were completed in 1983?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1983""    }","Marriott Hotel City Center"
"120","What was completed in 1984?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1984""    }","Presidential Palace, Chișinău"
"121","What were completed in 1984?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1984""    }","Presidential Palace, Chișinău"
"122","What was completed in 1985?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1985""    }","Tomb of the Unknown Soldier (Damascus)"
"123","What were completed in 1985?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1985""    }","Tomb of the Unknown Soldier (Damascus)"
"124","What was completed in 1985-1987?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1985-1987""    }","Capitol Center (Columbia, South Carolina)"
"125","What were completed in 1985-1987?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1985-1987""    }","Capitol Center (Columbia, South Carolina)"
"126","What was completed in 1986?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1986""    }","Marcus Island LORAN-C transmitter"
"127","What were completed in 1986?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1986""    }","Marcus Island LORAN-C transmitter"
"128","What was completed in 1987?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1987""    }","Three Lakeway Center"
"129","What were completed in 1987?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1987""    }","Three Lakeway Center"
"130","What was completed in 1988?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1988""    }","Three Nationwide Plaza"
"131","What were completed in 1988?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1988""    }","Three Nationwide Plaza"
"132","What was completed in 1989?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1989""    }","Maryland Residence"
"133","What were completed in 1989?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1989""    }","Maryland Residence"
"134","What was completed in 1990?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1990""    }","Manning Memorial Light"
"135","What were completed in 1990?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1990""    }","Manning Memorial Light"
"136","What was completed in 1991?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1991""    }","World's tallest thermometer"
"137","What were completed in 1991?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1991""    }","World's tallest thermometer"
"138","What was completed in 1992?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1992""    }","World Trade Centre Montreal"
"139","What were completed in 1992?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1992""    }","World Trade Centre Montreal"
"140","What was completed in 1993?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1993""    }","Yokohama Landmark Tower"
"141","What were completed in 1993?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1993""    }","Yokohama Landmark Tower"
"142","What was completed in 1995?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1995""    }","Justus Lipsius building"
"143","What were completed in 1995?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1995""    }","Justus Lipsius building"
"144","What was completed in 1996?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1996""    }","Xiling Yangtze River Bridge"
"145","What were completed in 1996?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1996""    }","Xiling Yangtze River Bridge"
"146","What was completed in 1998?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1998""    }","Yuda International Trade Center"
"147","What were completed in 1998?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1998""    }","Yuda International Trade Center"
"148","What was completed in 1999?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1999""    }","The Westpoint"
"149","What were completed in 1999?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1999""    }","The Westpoint"
"150","What was completed in 2000?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2000""    }","Wynsum Corporate Plaza"
"151","What were completed in 2000?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2000""    }","Wynsum Corporate Plaza"
"152","What was completed in 2001?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2001""    }","Prismet"
"153","What were completed in 2001?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2001""    }","Prismet"
"154","What was completed in 2002?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2002""    }","Istana Melawati"
"155","What were completed in 2002?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2002""    }","Istana Melawati"
"156","What was completed in 2003?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2003""    }","Tomorrow Square"
"157","What were completed in 2003?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2003""    }","Tomorrow Square"
"158","What was completed in 2004?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2004""    }","World Tower"
"159","What were completed in 2004?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2004""    }","World Tower"
"160","What was completed in 2005?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2005""    }","Light House (London)"
"161","What were completed in 2005?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2005""    }","Light House (London)"
"162","What was completed in 2006?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2006""    }","Pavillon Noir"
"163","What were completed in 2006?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2006""    }","Pavillon Noir"
"164","What was completed in 2008?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2008""    }","Youth Square"
"165","What were completed in 2008?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2008""    }","Youth Square"
"166","What was completed in 2009?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2009""    }","World Trade Center San Salvador"
"167","What were completed in 2009?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2009""    }","World Trade Center San Salvador"
"168","What was completed in 2020 (estimate)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2020 (estimate)""    }","69-71 Bondway"
"169","What were completed in 2020 (estimate)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2020 (estimate)""    }","69-71 Bondway"
"170","What was completed in 2020 (estimate)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2020 (estimate)""    }","69-71 Bondway"
"171","What were completed in 2020 (estimate)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""2020 (estimate)""    }","69-71 Bondway"
"172","What was completed in 1896?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1896""    }","York Courthouse Complex"
"173","What were completed in 1896?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1896""    }","York Courthouse Complex"
"174","What was completed in 1896?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1896""    }","York Courthouse Complex"
"175","What were completed in 1896?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1896""    }","York Courthouse Complex"
"176","What was completed in 1896?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1896""    }","York Courthouse Complex"
"177","What were completed in 1896?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1896""    }","York Courthouse Complex"
"178","What was completed in 1896?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1896""    }","York Courthouse Complex"
"179","What were completed in 1896?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1896""    }","York Courthouse Complex"
"180","What was completed in 1889?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1889""    }","Xiyu Eastern Fort"
"181","What were completed in 1889?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1889""    }","Xiyu Eastern Fort"
"182","What was completed in 1889?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1889""    }","Xiyu Eastern Fort"
"183","What were completed in 1889?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1889""    }","Xiyu Eastern Fort"
"184","What was completed in 1833?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1833""    }","Renavas Manor"
"185","What were completed in 1833?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1833""    }","Renavas Manor"
"186","What was completed in 1833?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1833""    }","Renavas Manor"
"187","What were completed in 1833?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1833""    }","Renavas Manor"
"188","What was completed in 1874?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1874""    }","Wuqiu Lighthouse"
"189","What were completed in 1874?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1874""    }","Wuqiu Lighthouse"
"190","What was completed in 1874?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1874""    }","Wuqiu Lighthouse"
"191","What were completed in 1874?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1874""    }","Wuqiu Lighthouse"
"192","What was completed in 1899?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1899""    }","John Rylands Library"
"193","What were completed in 1899?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1899""    }","John Rylands Library"
"194","What was completed in 1899?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1899""    }","John Rylands Library"
"195","What were completed in 1899?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1899""    }","John Rylands Library"
"196","What was completed in 1832 (first)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1832 (first)""    }","Douglas Head Lighthouse"
"197","What were completed in 1832 (first)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1832 (first)""    }","Douglas Head Lighthouse"
"198","What was completed in 1832 (first)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1832 (first)""    }","Douglas Head Lighthouse"
"199","What were completed in 1832 (first)?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1832 (first)""    }","Douglas Head Lighthouse"
"200","What was completed in 1796?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1796""    }","Fawwara Gate"
"201","What were completed in 1796?","select  ?s    {   ?s <http://dbpedia.org/ontology/buildingEndDate>  ""1796""    }","Fawwara Gate"
